fire_id,sev_cat,n_patches,max_patch_area_m2,sev_cat_area_m2,sev_cat_prop,sev_cat_prop_exclude_unchanged,ypmc_direct_pixel_count,prefire_ndvi,nbhd_sd_ndvi_1,prefire_fm100,prefire_vpd,prefire_erc,earlyfire_vs,earlyfire_hdw,elevation
0000448ab75a5d356415,2,24,234900,435600,0.3617339312406577,0.3887550200803213,288,0.6263459459070332,0.042206944603365194,5.560914516448975,2.5871963500976562,86.14810943603516,4.092690467834473,10.55210018157959,875.9173553719008
0000448ab75a5d356415,3,11,496800,549e3,0.45590433482810166,0.4899598393574297,397,0.65848973789176,0.03834171069969164,5.560914516448975,2.5871963500976562,86.14810943603516,4.092690467834473,10.55210018157959,917.5770491803279
00008a6967a420efae15,0,10,12600,23400,0.0611764705882353,NA,4,0.4584709142263119,0.04234526650263713,5.815423965454102,2.5479471683502197,84.59183502197266,2.3875348567962646,5.326986789703369,818.9615384615385
00008a6967a420efae15,1,27,7200,72e3,0.18823529411764706,0.20050125313283207,4,0.41312806829810145,0.04289651206927374,5.815423965454102,2.5479471683502197,84.59183502197266,2.3875348567962646,5.326986789703369,824.825
00008a6967a420efae15,2,2,283500,284400,0.7435294117647059,0.7919799498746867,14,0.4243788437186917,0.03829915369448217,5.815423965454102,2.5479471683502197,84.59183502197266,2.3875348567962646,5.326986789703369,823.503164556962
00008a6967a420efae15,3,2,1800,2700,0.007058823529411765,0.007518796992481203,2,0.5404717326164246,0.05354492738842964,5.815423965454102,2.5479471683502197,84.59183502197266,2.3875348567962646,5.326986789703369,833.3333333333334
00006dde80cceafbc891,0,6,15300,22500,0.3424657534246575,NA,10,0.447597953081131,0.1017906890809536,5.837214469909668,2.3312504291534424,86.88099670410156,1.7795436382293701,5.3654255867004395,544.92
00006dde80cceafbc891,1,7,9900,25200,0.3835616438356164,0.5833333333333334,18,0.5425836965441704,0.12592565388019597,5.837214469909668,2.3312504291534424,86.88099670410156,1.7795436382293701,5.3654255867004395,548.0714285714286
00006dde80cceafbc891,2,1,18e3,18e3,0.273972602739726,0.4166666666666667,11,0.7383644282817841,0.14651087038218974,5.837214469909668,2.3312504291534424,86.88099670410156,1.7795436382293701,5.3654255867004395,547.85
0000bc582d747062ba66,0,3953,5703300,31965300,0.07994066964968985,NA,29973,0.7064517837983894,0.044922851658169435,4.612570010182906,2.6338443675851972,92.89328930026679,3.4918921328169588,7.630517644522665,1290.421347523721
0000bc582d747062ba66,1,6601,2721600,59331600,0.14837989430374618,0.1612720934499419,57680,0.7562662907706831,0.03937716849734511,4.623196573383592,2.6218768032757622,92.82987396439754,3.4567855463308024,7.615774039866008,1305.0351161944056
0000bc582d747062ba66,2,5926,3572100,96758100,0.24197824853924896,0.26300287444193016,90522,0.7188443039159222,0.0466026131383749,4.654043177242656,2.5986448719729274,92.65921176872469,3.457078567741782,7.574730341210651,1331.0822349756766
0000bc582d747062ba66,3,1853,145261800,211807800,0.529701187507315,0.575725032108128,212224,0.7686107633196851,0.03592094050332592,4.677303041730897,2.552748502780404,92.4913705377995,3.6001224934995517,7.693482357933055,1378.0024092597155
0000efd06226e26bb901,0,48,53100,281700,0.24920382165605096,NA,260,0.5189329130581012,0.06079300559354952,4.7637479708979305,3.20801672463219,93.87825848271672,2.6731199227963773,7.326115813879921,635.6006389776358
0000efd06226e26bb901,1,95,8100,162e3,0.14331210191082802,0.19088016967126192,158,0.5765164618690809,0.061295996880572703,4.774470149146186,3.200638352500068,93.8063937717014,2.6705784930123224,7.298162232504951,643.3166666666667
0000efd06226e26bb901,2,49,9e4,347400,0.3073248407643312,0.4093319194061506,338,0.6108151354629141,0.05760374590947529,4.767351382754628,3.2069091228623465,93.85997788029013,2.6703998251900156,7.314893692886273,642.8186528497409
0000efd06226e26bb901,3,12,126e3,339300,0.3001592356687898,0.3997879109225875,330,0.6587569980785765,0.05210235478993831,4.765370323423998,3.213457934736257,93.88675748384915,2.6622297011256535,7.3183746198760415,634.8063660477453
0000136ece3aa1954776,0,25,11700,55800,0.04356992269852424,NA,22,0.4370690891819616,0.080877241137768,4.942518711090088,3.133659993448565,89.39004664267263,2.752377333179597,7.378479373070501,1058.7096774193549
0000136ece3aa1954776,1,68,5400,102600,0.08011243851018975,0.08376193975018369,58,0.534470934616892,0.06299677273879449,4.947058142277232,3.1446594564538253,89.36162634063186,2.736238667839452,7.366572789978563,1073.578947368421
0000136ece3aa1954776,2,43,78300,387e3,0.3021784961349262,0.31594415870683323,222,0.5598319325336191,0.055414571701873874,4.954695465398389,3.163165399085644,89.3138108719227,2.7090863227844237,7.346540671725606,1093.379069767442
0000136ece3aa1954776,3,9,386100,735300,0.5741391426563598,0.6002939015429831,415,0.6413460361476043,0.04064661640368375,4.947756790035066,3.146352344802427,89.35725227271912,2.733754823082372,7.364740289993939,1076.5507955936353
0000fa131aeed5e90c8a,0,10,9900,26100,0.11372549019607843,NA,27,0.48090931362119216,0.10408847496427338,6.968883876142831,1.2344745726420963,72.28462350779566,5.46724166541264,5.83082102084982,2474.7586206896553
0000fa131aeed5e90c8a,1,20,17100,65700,0.28627450980392155,0.3230088495575221,54,0.4855409207409375,0.08553937309715029,7.0627045500768375,1.2425928164834845,71.63715101268194,5.504867501454811,5.95064455189117,2455.3698630136987
