fire_id,fire_area_m2,fire_area_m2_exclude_unchanged,prop_ypmc,prefire_ndvi,nbhd_sd_ndvi_1,prefire_fm100,prefire_vpd,prefire_erc,earlyfire_vs,earlyfire_hdw,elevation
000004f5fa794056a20d,11471400,7618500,0.2505099639102463,0.5102918600447555,0.059469761929134134,12.865906552731214,0.6060211186494667,55.905617656614986,3.1172612902696515,2.7333145293302072,2302.0689628118625
000005556e3cf4955963,7200,1800,1,0.739164762198925,0.01689136598724872,5.215057849884033,1.9142241477966309,88.32032012939453,1.9960007667541504,3.5986809730529785,1952.25
000005c6d7b7d8d6d632,70200,48600,1,0.5656813650559157,0.08344474842007726,13.466703414916992,0.6760081052780151,36.11360168457031,3.8221418857574467,1.810969352722168,1251.0512820512822
0000065b77262b09ab5c,2759400,943200,0.9282452707110241,0.6075862891539513,0.058624908941344096,10.355945676740134,0.9811097493338102,36.23335411435082,2.2173549762288496,0.9049456200021121,1331.2609262883236
0000069d62268589cea8,666e3,575100,0.6702702702702703,0.6310251852749167,0.03634261716333394,6.3154799306714855,1.95182586489497,85.62795393660262,2.398873076567779,3.5635524060275103,1118.0783783783784
0000069d7c973582a26b,23400,9900,1,0.43497916253713464,0.058649191776147254,9.258291244506836,0.5607646703720093,62.91471481323242,2.995112419128418,3.0063207149505615,2339.653846153846
000006c8f540bb666b3f,173700,91800,0.9844559585492227,0.5264509426806258,0.03531252652638317,6.340251445770264,1.328621506690979,80.19071960449219,1.6202099323272705,1.457093358039856,2487.7875647668393
000006e9f01fb02587c4,60300,5400,1,0.6078338231613387,0.03582398612886222,8.350522425637317,1.3052351510346822,54.077780652402055,2.892456161442088,2.320449028442155,2216.9104477611936
000006fbb4ce5afe4e02,33300,1800,0.7567567567567568,0.5401424685040035,0.034526203985552534,9.128870964050293,2.489384651184082,66.3123779296875,2.38875412940979,5.889429092407227,852.9729729729729
0000071959555b6d7e25,1099800,803700,0.07283142389525368,0.37740819462241204,0.08387904936019423,6.1288090399946595,1.2365201553619434,80.33760849972988,2.3381050873895326,2.180192909927493,2412.6947626841243
00000755ffeb6f43b5ff,3600,0,0.5,0.545681782066822,0.14924336224794388,7.2608642578125,1.7010278701782227,77.01517486572266,2.6608448028564453,2.29815936088562,2277.5
000007d9fd96c6671e01,10637100,10176300,0.23377612319147137,0.5004214589827677,0.036078825275869066,4.483894439485535,2.2365672469129017,91.11739682582382,5.84350265739674,10.981802136454851,1490.813774431001
000007eaeff7460af15b,153e3,7200,1,0.7420144365114324,0.027106141041526022,9.292940139770508,1.7849414348602295,74.4261016845703,3.583866596221924,3.0605442523956294,1478.5352941176468
0000086795df2efe6e52,22290300,13057200,0.4039649533653652,0.5541855193559009,0.05651390753145993,8.764530184580174,1.7068368168378159,51.30482797903388,1.6102935772908251,2.206582925656309,1928.8336899907135
000008a9a6039567933a,932400,497700,0.3812741312741313,0.31948270273312174,0.04054340938983564,8.257508277893066,1.2453052997589111,65.87763977050781,1.8853156566619873,2.5816469192504883,2613.3233590733594
000008fb936f4f6ae158,40324500,34280100,0.6771342484097757,0.5559351281296089,0.038963475818673564,5.911391816587802,1.9062668453594787,81.21485271898713,1.6753321545875148,2.2093445836453416,2210.9059479968755
000009464f9b289859ed,518400,378e3,0.453125,0.5063151614740491,0.03853213616174697,11.459176063537598,0.9131420850753784,58.4741096496582,2.4282870292663574,3.30533504486084,2136.614583333333
0000098cfffcf61c1344,1181700,638100,0.33054074638233055,0.4622769476072714,0.05616548838645719,8.355319053638281,1.0171501257450455,72.926128738996,3.0172239179749205,4.209281554407322,2685.6275704493523
000009aab4cdcb5e51f7,33300,25200,0.13513513513513514,0.5574239653510017,0.07215613272745867,8.747369766235352,1.6460214853286745,53.32528686523438,1.9245502948760989,1.0724847316741943,2432.675675675676
00000a096d05986fc7d5,9e3,0,0.5,0.5521293818950653,0.024955869279801847,11.744817733764648,0.5057584643363953,50.68502426147461,1.9460225105285645,1.5366533994674683,1330.1
00000a0d881e3dfb507b,1695600,1570500,0.5360934182590233,0.6520348770381792,0.045047345373981224,5.434272563634658,3.9837146615273378,83.87483223431175,2.5659367061218132,9.541564056574664,668.8609341825902
00000a14997a0ac52646,477900,108900,0.5894538606403014,0.4995608588228118,0.049739028877892624,8.201116477477798,1.5066417642007888,56.09235441707173,2.4390055899790672,2.4636138581062217,2347.8662900188324
00000a5dc6b303fbf4ab,9642600,8030700,0.19749859996266567,0.49329005103903917,0.03865899723776822,5.816526612261683,1.7579530662223655,84.85750746250775,2.7186258362815834,2.472666060989064,2397.6324435318274
00000a7927ce26df1e8b,23862600,20417400,0.041412084181941616,0.4005672482545626,0.032165631884568495,5.701527590340525,3.237004427436143,84.41118805525555,3.8765728877501995,6.3616712549616325,2007.9646601795278
00000b865d8992b7abab,951300,684e3,0.2847682119205298,0.48743980526642183,0.05302758921949279,7.9321940060257345,1.2735862402613702,56.17486877946664,2.744566706068243,4.446496282305036,1893.7540208136236
00000ba4ae58c9c0951f,158400,81e3,0.9431818181818182,0.6719236903908579,0.04341178372057832,8.328091464259408,1.2284436476501552,53.805588938973166,1.6560877080668104,2.0915621160106226,1631.5170454545455
00000bed1666c97a3e60,77400,38700,0.5,0.6563334014526634,0.05288009610850104,6.657475471496582,2.092989683151245,85.4333267211914,3.0571036338806152,5.988202095031738,502.13953488372096
00000c50d96b54f1110d,25083900,19398600,0.6658892755911162,0.5225677502760498,0.04949781850988433,5.43740558658485,2.0782510362850752,83.71440508376668,2.708356750849344,5.7653169153084916,2044.8574503964694
00000ca7db4855fd8365,1116e3,769500,0.7790322580645161,0.4960551411874833,0.050540189984284584,4.9873881340026855,2.2685580253601074,87.489410400390625,2.7821218967437744,4.90718936920166,1598.5685483870968
00000ce0aec33df0d7b2,254700,5400,1,0.6139796431515326,0.07939871224861053,9.168927964389113,0.6939873619551372,43.334050316692654,3.458017958347873,2.9221663651955,1254.4134275618374
00000d430374119ecf5e,7846200,4182300,0.6391374168387245,0.5379221906035585,0.03673099943757806,7.1954186662782025,1.4001993065198701,77.28469193509534,2.877018416411944,4.176300848862205,2293.6465932553338
00000d5d79faac6f0414,147515400,91936800,0.13777409002721072,0.4693078035178143,0.053153641858509945,7.8335173869353225,1.9414106222053937,76.41861989116944,1.6501774298966265,3.7955707045379246,420.4498126975218
00000d70c84076b01974,91549800,83005200,0.9419103045555534,0.5288863869996658,0.03639409250165082,6.786387010633293,2.007743530320689,80.00997830894177,3.752742859940859,8.3168502824849,1731.5273097265097
00000e5cd32d1b2011b9,39600,0,0.2727272727272727,0.4995036809281869,0.026886776872825893,7.918496131896973,1.1703914403915405,56.630897521972656,1.646669626235962,1.7856515645980835,2057.1363636363635
00000e9e910625e9b830,8365500,5868900,0.6825174825174826,0.4202618820159914,0.03852438734505664,10.135301237634717,0.855231964280363,46.341179012239074,1.5766739157337601,1.3771416059291894,2390.8786444324905
00000e9ececf07577936,4246200,3839400,0.37303942348452734,0.5510035371703963,0.05716918400520773,8.168619591485347,1.5588525763857712,52.67770586907232,2.8638180067803,4.281974602776495,2183.674862229758
00000ec5dd237bd095a7,5260500,3778200,0.581180496150556,0.3535993968476792,0.0321935468026691,5.289880169998182,2.7389047782578153,87.40752634223044,2.7972844223368365,5.811017330127256,1595.7577416595382
00000ec7486331e41cb2,212400,31500,0.4449152542372881,0.5903090917963093,0.05359155174455275,19.483535766601566,0.19459111432907947,24.035365250151038,4.85148485636307,4.532965029700328,1611.3940677966102
00000eec478ce12cd6ad,18e3,12600,0.9,0.4614857539534569,0.051968010235577816,6.522444248199462,1.7144299745559692,81.75330352783203,3.086199522018432,6.398298263549804,1908.6
00000fa62b21ef5b8b8b,192204900,151826400,0.6582241139533904,0.44237584034847177,0.043195322318361866,6.187950400443937,2.0208779851244456,82.8390223691797,4.0188104628123344,7.560486288031962,1991.027486291973
00000fd41bf27c94545f,66600,31500,0.7162162162162162,0.5300225053687353,0.04967408775779847,17.642194747924805,0.20247794687747955,26.67071533203125,3.69711971282959,1.3588014841079712,1763.0405405405404
00001034a684aa91378c,7200,2700,0.75,0.5855771526694298,0.07094094436615705,7.891507148742676,0.5336495637893677,71.83197021484375,2.7982659339904785,1.9743036031723022,2871
00001087269b306af7cf,1103400,1045800,0.011419249592169658,0.3459278192510904,0.03315926196895309,5.946071147918701,2.085926055908203,86.25724792480469,2.7006611824035645,6.680846691131592,1461.5603588907015
000010a2490e7b707522,216e4,2104200,0.9170833333333334,0.7199503769477208,0.033824104540787325,6.247909963130951,2.3538238093256947,68.79537043571472,2.7668707400560377,7.8247233569622034,1440.0370833333334
000010a87267943fd0fd,5075100,3354300,0.5130342259265828,0.4914545877502201,0.04547096666286872,6.5194300409537895,1.242704570388557,74.99378309200833,2.9138442207088833,3.3926733389541726,2378.268841993261
000010dd7319648e47bf,37318500,28873800,0.8079585192330881,0.6005131483776944,0.0419511098777508,8.544670285848545,1.49869563824504,51.81702144829338,2.1144764784318784,3.983696098447234,2017.9843482455083
00001106316e46ee33e8,73104300,37288800,0.38158494096790474,0.36305017934163697,0.038257863141118155,7.8350873928276,1.4887694028138672,56.937916363214754,3.2052501489873464,3.619180483257839,2135.4159085033302
000011141e5dae3d5108,6762600,2608200,0.0022624434389140274,0.3140775068101636,0.04929182383515405,7.819078179474425,1.1106025252470413,67.14095521753761,1.8120288700063651,1.9136823902175817,2847.7185254192173
00001124e5f70d1586e8,56700,47700,0.9206349206349206,0.7874719382278503,0.04721884654154853,5.940247535705566,2.17853045463562,80.6837158203125,2.1111114025115967,5.6037774085998535,854.1746031746031
0000116972f56ee93aa0,16169400,13897800,0.23099187353890682,0.5663145242194005,0.045670709889566674,9.102392945485485,1.0812694671510203,62.38207513511307,2.6615500718066545,3.0723755069422882,2417.281476121563
000011cde12c97dbd30f,107100,95400,1,0.61200582680582,0.0728277477803601,6.679740905761719,1.759983777999878,84.66957092285156,2.029266595840454,6.815481662750244,772.8571428571429
00001211ae8cc6aba38d,213300,14400,1,0.7897415462928482,0.02736360430403098,5.285956859588623,1.6099047660827637,83.43431854248047,4.788776397705078,0.7665987014770508,1272.295358649789
000012162deb933cf51f,70200,27900,0.32051282051282054,0.414147043075317,0.06080382329244644,5.1448822021484375,1.5628772974014282,87.902587890625,2.1646246910095215,3.0705440044403076,2818.7179487179487
00001229fc738db0faf1,744300,590400,0.75453446191052,0.5121277815953996,0.04666652032900534,5.713679313659668,1.4067697525024414,83.63618469238281,2.0316147804260254,2.9031457901000977,2447.824667472793
0000122ebf41e8fefa63,24156900,22987800,0.15889869975038187,0.45073712795685805,0.04835139881935516,7.542911285872804,1.388521579924028,73.75365472357761,2.677927610269358,4.687426100775274,1987.009090570396
000012405c57ddaf23e5,1444500,857700,0.9968847352024922,0.7263188087865943,0.026812250779889458,5.508312466879872,1.9234630708011142,75.36833454738154,2.54875843146137,5.264908422190824,1390.4255451713398
0000128cc2182ccdc950,10344600,6667200,0.14538019836436403,0.49487420571966334,0.03685152893435461,7.053893639395419,1.344101315501339,61.07447220998285,1.6923513099050778,2.1578618721358773,2692.6236297198534
000012b273ca93d15d5d,57600,16200,0.90625,0.6637398810125887,0.04443879911559634,13.927964925765991,0.988680643029511,49.3310472369194,1.678083911538124,0.3012076369486749,2296.125
000012ca57b8b30a0b58,94500,0,0.5238095238095238,0.40825740893681844,0.04185558937135197,9.14522647857666,1.925689697265625,57.37917709350586,4.150954246520996,5.430367469787598,1880.1619047619047
000012e6ea1bfd199d43,110700,77400,0.3902439024390244,0.47369007511836725,0.08868576401496321,6.5006189346313485,1.6796531677246094,75.8984375,3.7189531326293945,5.148477077484131,1534.3089430894308
000013100e67e40ef3b8,3516300,1856700,0.7806501151778859,0.5179452364565864,0.04722595839499702,8.185782662248378,1.3150036708454906,71.40894692359693,3.0087478436073867,3.7149640607016146,2033.393908369593
0000136bfd9c39600348,610200,449100,0.5088495575221239,0.7079237831816912,0.03771829730927241,6.302639484405518,1.6884088516235352,84.73892974853516,3.0491888523101807,6.209826469421387,1215.4277286135693
0000136df9f30a76ab33,44100,0,0.9795918367346939,0.607793213153372,0.026118901501200636,10.159148216247559,0.5945362448692322,53.7647705078125,3.190584897994995,2.176032066345215,1871.9795918367347
0000136ece3aa1954776,1280700,1224900,0.5038650737877723,0.5992518711157107,0.04865254566154573,4.949569315451262,3.150744262080082,89.34590448096698,2.727310900946193,7.359986173545317,1080.6205200281097
000013bbbec0d7ada20b,609598800,503665200,0.24958070783603906,0.4891800302757045,0.041060845192890195,7.370692633848536,1.353732782649073,74.66740358700974,2.930855298184434,4.992430374554029,2061.2128188244465
000013c8bbebc7531b57,2868300,1465200,0.4725447128961406,0.5151771384887199,0.04609240015140513,5.778805709685657,1.6656006585852197,60.19023836253764,2.0694511880087636,2.6207451137360787,2299.0796987762787
000013ce61a236bf794a,423900,388800,0.11252653927813164,0.40817986716636934,0.08931107948002288,5.174487113952637,2.125176191329956,88.417205810546875,3.749516010284424,4.877406597137451,1987.7027600849256
000013cfa01917a666ac,30600,21600,0.4117647058823529,0.5721879925797968,0.03507980742656133,6.919704914093018,1.2193011045455933,72.75834655761719,2.085279703140259,2.301208972930908,2250.4117647058824
000013faee2d6ee02802,4686300,3396600,0.21298252352602265,0.44757143404769056,0.039222711469800664,5.483325255313212,2.407219870204497,85.91968719675832,2.887699919972238,6.001623624937535,1543.2083733435759
000014305e9166537fcf,648e3,435600,0.8083333333333333,0.6651974980408947,0.04013928657061317,4.799532890319824,2.008819580078125,90.68989562988281,4.1595001220703125,1.0219570398330688,1652.8541666666665
0000146f14fb59c73bfe,9718200,9491400,0.09872198555288016,0.34952900051769775,0.0316748913076685,8.727685801429557,1.4573838505883594,72.09911397943499,3.112215901308754,7.183378998582772,1748.8674754584183
000014a60ba24db272ec,28800,0,0.625,0.6857501417398453,0.03263027875800617,5.55287504196167,2.738506317138672,83.78112030029297,1.4020838737487793,2.9031238555908203,1681.125
000015357ff2a5aa1fde,288900,4500,0.9906542056074766,0.6025742977579063,0.05619313726288693,8.230700492858887,1.5136672258377075,71.6507797241211,4.603446006774902,7.1387038230896,1360.1059190031153
0000156a36bec385f622,16200,8100,1,0.7265143626266055,0.017177805563227996,6.03794002532959,1.777833686934577,83.49500868055556,2.424144638909234,3.859842406378852,2101.8888888888887
000015c9676244ef9e62,196200,33300,0.6330275229357798,0.4615326920917275,NA,6.218261718750001,1.2888364791870117,80.52063751220703,2.6104748249053955,2.7963287830352783,2201.266055045872
000015d6972a76f2cb0a,5355900,3106800,0.5765417576877836,0.5143484847622947,0.04893584106004182,9.775856677193017,1.1334488535504283,52.42008969219286,2.553369876176965,3.41058686312017,2202.4409342967565
00001648561a0699e315,74700,27e3,0.927710843373494,0.42356751482170746,0.0891611954444144,12.75252056121826,0.9592253565788269,48.25601577758789,7.071222305297851,2.6567969322204585,2106.746987951807
00001656fa5f8cf02a2b,10152900,9170100,0.6266288449605532,0.6205945987524837,0.041795269902007964,6.546793414054108,2.246727919031168,73.19193283783059,2.5991721249210022,3.7280216276217684,1113.1418313979257
0000167034aff986c04f,310500,243900,0.10434782608695652,0.6042512950689896,0.047827841333397056,6.853557585287785,2.107880446530771,75.08142231374548,2.1535699353701827,6.462591501595318,990.4811594202898
0000167ae8cc5df43da6,371700,176400,0.5617433414043583,0.5892186446282246,0.05540310997137074,9.78555679321289,1.4715440273284912,71.003814697265625,2.0273799896240234,4.6145477294921875,1013.7990314769976
000016f6aaa649db0e9b,34481700,29224800,0.16746274110615195,0.5370776138433927,0.052429972857252816,6.283010013667345,2.5822136965988545,81.34394089058553,2.6136118347996464,5.55475856578114,1093.456972829066
0000171761bad76d336f,122400,28800,0.5441176470588235,0.38846028245547237,0.027624204049489516,7.343708515167235,1.2120451927185059,79.91290283203125,3.0792179107666016,5.815417289733887,2688.8235294117644
000017a3af213cec0525,2608200,1404e3,0.28122843340234643,0.37705447075900084,0.07375464249104055,8.294682152276206,1.4486062777215156,58.30191084662333,2.0863520936195896,3.514056354576016,2629.8253968253966
000017e16c85cd59146a,1338300,863100,0.9421654337592468,0.7172480102104875,0.02902928318279697,5.328073024749756,1.8813748359680176,77.08760833740234,2.3956480026245117,4.532220363616943,1466.7652992602555
00001812f93d16d3f87f,217800,81e3,0.9834710743801653,0.7344784377035031,0.05301632396953781,11.463287353515625,0.9085359573364258,38.72391128540039,5.514391899108887,3.4789557456970215,1388.185950413223
000018497de1edf24671,11319300,8528400,0.5451220481831915,0.509026669460172,0.04494123437355322,8.25988905284063,1.1532186291039044,66.45213039647209,1.4694210749661267,1.6959421403591741,2398.931462192892
00001872e9f4d295fe5d,927900,721800,0.5111542192046556,0.6658551764650096,0.052358703625458,5.543976306915283,2.6874754428863525,86.1783676147461,2.73698353767395,7.084628105163574,1370.0339476236663
0000197666e105acacae,3577500,2657700,0.9028930817610062,0.7837400199257353,0.025472531548156492,7.353149026954698,2.0457809040681374,70.61631291995258,1.938788073497748,4.674231258848178,1017.3348427672955
000019a8f63b66b808bb,2293200,1346400,0.0015698587127158557,0.40203056380948055,0.04382725781834212,5.877121943693894,2.5964303034441065,85.19971805614429,2.6363105516605883,3.5814514615846393,1171.9191522762953
000019ccc5ce1832321c,15507900,9575100,0.5558586268933898,0.4073071898977379,0.04136744593995194,8.265610183152173,1.2839245199845841,55.20163335728774,2.745119521804822,3.779174531677403,2268.2731124136726
000019f1ef65f136dc26,11018700,9826200,0.4360859266519644,0.7955095814444374,0.027735229733696035,6.2126061377119886,2.884078594338005,76.99342255334123,3.7354475732898536,9.85938562938301,622.7036674017806
00001a34932b130abb93,314100,250200,0.8252148997134671,0.7100930626378701,0.02917647468764068,8.029507380160357,2.0635668568761436,76.4384994506836,1.8405593295493576,5.317557110827426,1338.756446991404
00001a5524b57f929f79,52200,28800,0.27586206896551724,0.3244523868478578,0.04964442984682733,7.0796966552734375,1.927137851715088,78.93889617919922,3.100994110107422,8.607964515686035,804.7068965517242
00001a824b6476c1130d,1233900,980100,0.7687819110138585,0.49136602574243415,0.06308472964757772,6.924299394536592,1.1393563189183074,78.94952920124881,3.8268013226559874,4.328084998544684,2356.5331874544127
00001a9b0cda9be510f3,137700,0,0.28104575163398693,0.286007121935779,0.05065752497685501,6.372475624084473,2.532078981399536,73.20821380615234,2.1629886627197266,4.682094573974609,1681.986928104575
00001b3e9e4bedd707dc,27535500,18198e3,0.38659911750285997,0.5867389079319104,0.05764555860488717,7.3045787338572286,3.3408842394448977,69.66445762184169,2.163171933628138,4.779423152513998,908.0727243013564
00001b6ba5f7729e6f5e,100800,1800,0.08928571428571429,0.38743889810783516,0.06536812027583697,6.996074676513672,2.263140201568603,78.48149108886719,2.9921355247497554,7.25018310546875,1182.7767857142858
00001b82fa51d28f2eac,72694800,65313e3,0.4156762244342099,0.5796966535831467,0.04232330116444512,7.257694494734309,2.432631239682423,75.61187089561017,2.4442727399670527,5.476181492900881,1319.0471698113206
00001bfe13068275ba74,117e3,78300,0.9538461538461539,0.6185176090552257,0.05028281658887863,7.384995937347412,1.7796911001205444,80.3418960571289,3.641465663909912,5.982041835784912,1878.853846153846
00001d0cb42d511e0331,3244500,936900,0.8510402219140083,0.6506672948784867,0.03167663914785719,7.684480833511247,1.388578412569181,70.31323279858296,1.5823247363597113,1.4279496763681736,2150.8868238557557
00001d4ce4f1d38510fb,3600,900,0.5,0.5907261222600937,0.046629040502011776,10.296138763427734,1.0980870723724365,40.6985969543457,2.4342246055603027,4.5758891105651855,1251.5
00001d569e691bea1639,6897600,4310100,0.6508350730688935,0.6197244139302654,0.03973455483120349,8.924553532067819,0.9213617502989749,74.04938213113454,2.039614546834054,2.322634198938133,1606.0044363256784
00001d65ce9b2fee2def,71100,62100,0.5949367088607594,0.5701566602610335,0.06521274901549273,5.818207740783691,2.1500697135925293,84.28492736816406,3.0714704990386963,6.822397232055664,1794.873417721519
00001d71a05b52a742dd,57600,20700,0.21875,0.667947618290782,0.07551224424241809,5.415349960327148,2.1774682998657227,84.21388244628906,2.196202516555786,3.876685380935669,1346.4375
00001de64c7d7ad66f10,547200,306e3,0.3815789473684211,0.5929296053210764,0.06541470124226946,5.262777328491211,3.1813693046569824,86.517669677734375,2.446267604827881,4.692665100097656,1194.9194078947367
00001dfc566ddafdf792,59400,45900,0.7424242424242424,0.592105096488288,0.03090626424686475,9.412773132324219,1.7752749919891357,59.54896926879883,2.738882064819336,5.461808681488037,1784.0151515151515
00001e4771bbba5cbbd4,1425600,697500,0.08017676767676768,0.5367093169779488,0.058912781200952585,9.36610221862793,2.5360820293426514,64.30709075927734,1.9329756498336792,6.691717624664307,640.0473484848485
00001e7126f6d48e7229,322719300,257708700,0.05563937452764678,0.3046694620388632,0.034391199986978704,4.393136479655731,2.3130223445608795,89.46307133660864,3.220362301797043,7.1920221339504105,2112.095162266403
00001e76e6993c43897e,141300,65700,0.7643312101910829,0.5216884669984223,0.024873000451001773,7.988494873046875,1.553218126296997,71.83576965332031,1.7670289278030396,1.961580514907837,2044.5414012738854
00001e9a80a0b2c01ff0,90900,73800,1,0.4415250373358774,0.06865893746034639,7.608817393236822,0.7678688262948896,57.975511720865086,2.0981068068211624,0.855004354868785,1940.5049504950496
00001edc2e3cc5fd15c9,289207800,245565e3,0.36980226674384303,0.6169927806434963,0.04475057106640524,5.464422843456431,3.576982185380615,85.94954258771874,3.6118670743091847,9.782420986184867,600.0341567551083
00001f0b6acf3e830d8c,24041700,19007100,0.0052034589900048665,0.5555194596381108,0.05922408242013456,6.913828428255795,2.5045506373877315,65.78729323475434,3.889554931702173,7.8830711239400735,521.5528768764273
00001f2a6620b2ed562b,369900,232200,0.8175182481751825,0.5112433316788824,0.052101611375011084,7.46372332190075,1.6649359368929897,80.12999463603444,2.2241929343146998,3.4718066793288624,2195.827250608272
0000202bf19c8a93b7ec,874800,675e3,0.5380658436213992,0.5250597015299179,0.041298557870059344,8.017063547063756,1.0716699035569963,70.86050914246358,3.495338908929393,3.5031554031764527,2822.1862139917694
0000207c5a210b307ba6,47700,11700,1,0.5858902599451677,0.040915888611156984,6.464446544647217,2.0982882976531982,75.934478759765625,3.449547052383423,6.878690719604493,1737.433962264151
0000207efb766fe4a873,2724300,1486800,0.6422200198216056,0.5439734318477312,0.057605317795017215,9.208629363670891,1.5092592022582016,50.56892288530625,1.8371120962641363,2.993502096134245,2596.822596630327
000020f440e5ffa7477e,900,0,1,0.5196474194526672,0.06102300435304642,8.5473051071167,1.5154143571853638,69.62427520751953,3.0301177501678467,3.2858762741088867,1264
000021cc25bf3c2af273,19372500,15175800,0.5030894308943089,0.4629153970439467,0.06356353677742174,10.397718029000064,1.1644292980342514,66.56397136639495,2.9163099008044022,2.5322042590705083,2343.66243902439
000021ff3f83d90ad43b,3651300,3339e3,0.27088982006408674,0.4077840592397209,0.032221506876122165,8.658489227294922,1.181578516960144,70.78596496582031,2.7936456203460693,2.47721266746521,2625.443431106729
00002225caab21bd6c48,637200,520200,0.4703389830508475,0.5516232726727165,0.06108826174700664,7.548788305729795,2.526321252860592,72.16651107227734,2.1215003769276506,4.083727321382296,779.117231638418
00002299062adcf0eadc,1240200,939600,0.9354136429608128,0.7035617712014646,0.028341912192729114,4.846634403887611,1.5776098669007832,89.0022255353554,1.898748157678391,3.6888306594206393,1580.0711175616836
000022abe2b88326e4e5,1800,1800,0.5,0.5967358350753784,0.14025557041168213,6.796885013580322,1.1945254802703857,79.4039306640625,2.0862908363342285,3.416205406188965,2082
0000231237074e7001c8,152953200,133227900,0.5508508484948337,0.4224037005757358,0.03194224055910598,4.401848820498397,2.205639550683189,94.60161682906624,3.858955290677686,8.155058764195351,1987.6998434815355
000023b26548a106cca7,3911400,2934900,0.06695812241141279,0.5134008491486379,0.06338284125751303,6.105429062906959,1.3846771537955873,87.8993747884976,3.6409113481743676,5.026778332933653,2155.258168430741
000023d53f56dc3a57ec,5904900,2759400,0.9692120103642737,0.7549334334048025,0.025631136656536543,5.432379803848674,2.1143297209388656,76.80669613201395,2.1633483966373306,4.421692971611983,1303.264746227709
00002408466e159500b4,1158300,431100,0.3628593628593629,0.4187455347101635,0.05263153590528235,5.425584528551791,1.8064087319948365,83.03338278034627,2.2070852202227993,3.693453210402387,2588.2618492618494
00002408d515f0c8e5fa,1800,0,1,0.7582348585128784,0.02219260623678565,6.565385818481445,1.7085012197494507,67.88804626464844,3.1237783432006836,3.117384672164917,1242.5
0000245914cfc2797e38,4744800,2268e3,0.06809559939301972,0.2515182815953575,0.03044697547560043,6.665578841439509,0.8164031645664677,80.55648570574469,3.3340523191847824,3.470295567025907,2582.20751138088
0000245af31753091cac,129600,100800,0.7430555555555556,0.7114661965105268,0.054596659714459546,11.284235954284668,1.3130873441696167,65.89546203613281,2.7539820671081543,6.180276393890381,771.2291666666666
