fire_id,sev_cat,n_patches,max_patch_area_m2,sev_cat_area_m2,sev_cat_prop,sev_cat_prop_exclude_unchanged,ypmc_direct_pixel_count,prefire_ndvi,nbhd_sd_ndvi_1,prefire_fm100,prefire_vpd,prefire_erc,earlyfire_vs,earlyfire_hdw,elevation,sev_img_present,state,agency,unit_id,fire_name,inc_num,cause,comments,report_ac,gis_acres,c_method,objective,fire_num,area_ha,FID,ypmc_pixel_count,alarm_year,alarm_month,alarm_day,cont_year,cont_month,cont_day,burn_duration,sdc
0000024c773a0175fcff,3,2,177300,178200,0.3694029850746269,0.559322033898305,198,0.5289011588602355,0.030502707382306607,8.147289276123047,1.7180215120315552,58.141056060791016,4.523510932922363,6.192919731140137,1365.0656565656566,1,CA,USF,PNF,NA,00000000,7,NA,116,108.141479492188,8,suppression,00000017,43.7633052404945,0,622,1984,5,29,1984,5,31,2,0.0078163759654596935
00002bb47ed70168f1b0,3,136,2159100,4896e3,0.3660588116546666,0.39417433519310197,567,0.49578752452507613,0.04684694754447692,8.955121349061237,1.678146352071096,57.925448769681594,3.1226036695873036,5.404559636904913,1792.4483455882353,1,CA,USF,TOI,NA,00000000,3,NA,NA,9461.333984375,NA,suppression,00000031,3828.86594663981,0,5365,1984,6,28,NA,NA,NA,NA,0.010935281968955594
000008a9a6039567933a,3,4,4500,9e3,0.009652509652509652,0.018083182640144666,10,0.4137261986732483,0.03539064284414053,8.257508277893066,1.2453052997589111,65.87763977050781,1.8853156566619873,2.5816469192504883,2590,1,CA,NPS,KNP,PARLOR,00000000,1,NA,110,199.567810058594,8,wfu,00005847,80.7622268194967,0,458,1984,6,30,1984,8,10,41,0.05387743357766434
000052e0539864483845,3,735,2388600,13406400,0.12272202998846597,0.18185813697961176,792,0.4540936305206649,0.03163531156435357,5.969930098437085,3.009813370433197,83.32718160764487,4.141658637596636,10.43746853643022,1613.3872180451128,1,CA,USF,SQF,BODFISH,00000000,5,NA,NA,26708.99609375,8,suppression,00000078,10808.7474769311,0,8659,1984,7,7,1984,7,14,7,0.014514993806328317
00003f44ab2db1ada409,3,2,30600,33300,0.07198443579766536,0.1581196581196581,0,0.5531567979503322,0.02303722669445985,7.6566481590271,1.2477017641067505,67.47969818115234,1.9733338356018066,1.7434920072555542,2447.0810810810813,1,CA,USF,STF,PIUTE,NA,1,20090305,100,98.6262130737305,6,suppression,00000038,39.912612542929,0,103,1984,7,16,1984,10,11,87,0.01861611501394382
000045c6ca0d72cec09a,3,5,9e3,20700,0.06267029972752043,0.10550458715596331,23,0.7112627910531085,0.019610888284185658,7.824535846710205,2.110682249069214,75.02326202392578,2.7543067932128906,6.2202372550964355,852.4347826086956,1,CA,USF,PNF,NA,00000000,9,NA,90,67.9620361328125,8,suppression,00000109,27.5032591961256,0,250,1984,8,19,1984,8,20,1,0.04160334871777351
0000c60612482b50742a,3,17,95400,174600,0.027125279642058166,0.08100208768267224,0,0.5721543004217836,0.05126004094334761,8.920653992092486,1.839918920674275,68.52993137320293,2.539742491908909,4.729418110601681,1297.9175257731958,1,CA,CDF,TUU,BLUE RIDGE,00000000,14,NA,NA,1544.51147460938,NA,suppression,00000000,625.041632353684,0,409,1984,8,21,NA,NA,NA,NA,0.021390669144989757
000029af178701178571,3,4,1800,4500,9.503896597605018e-4,0.0013422818791946308,0,0.409607595205307,0.06633926704525947,8.090085983276367,2.230276584625244,72.93163299560547,3.818051815032959,7.331738471984863,1557,1,CA,USF,PNF,SECOND,00000000,1,NA,1100,1130.29833984375,8,suppression,00000114,457.415532638115,0,36,1984,8,21,1984,8,22,1,0.07176517944203162
0000a4fbf921f2b98856,3,3,34200,37800,0.11602209944751381,0.2608695652173913,42,0.6980631450812022,0.034704693859176974,6.641417026519775,1.3044334650039673,79.78558349609375,3.0664730072021484,4.985401153564453,1563.2380952380952,1,CA,USF,PNF,NA,00000000,1,NA,94,71.0782241821289,8,suppression,00000134,28.7643353270055,0,412,1984,8,26,1984,8,28,2,0.024573076138581826
0000be3b29f984a6da3b,3,7,10800,17100,0.00913900913900914,0.017543859649122806,0,0.5086571040906405,0.06655503809452057,7.555411690159848,2.313740516963758,75.61248096666839,2.075980826428062,4.050062731692665,1161.2631578947369,1,CA,USF,SNF,BASIN,00000000,1,NA,450,424.175994873047,8,suppression,00000175,171.657929832628,0,428,1984,9,17,1984,9,19,2,0.03892072092154318
00009bce3191b0232677,3,3,900,2700,0.01948051948051948,0.02631578947368421,1,0.5834656357765198,0.03544829164942106,7.103054364522298,1.3718968232472737,67.97728729248047,1.9434209664662678,3.2000322341918945,1756.6666666666667,1,CA,NPS,KNP,KING'S,00000000,2,NA,12,30.0309410095215,8,suppression,00000003,12.153090465285,0,102,1985,6,16,1985,6,21,5,0.07312167135588166
0000db7dd9036d153ee8,3,4,46800,64800,0.32,0.5034965034965035,12,0.4852364750372039,0.033470845496695906,6.508716106414795,2.419853448867798,71.3711929321289,3.077317237854004,6.561654090881348,1800.5555555555557,1,CA,USF,PNF,NA,00000000,1,NA,115,43.3161354064941,8,suppression,00000040,17.5294184009127,0,110,1985,6,19,1985,6,22,3,0.01897737451740581
000085b0c8a755939d5a,3,97,310500,1350900,0.1461680786834161,0.23482478097622028,705,0.6106814012814966,0.04186954479577699,6.656932212605944,1.1164365112582975,71.71569238163327,2.3492780119319665,3.181272263053574,2120.2584943371085,1,CA,NPS,KNP,DOUGHERTY,00000000,1,NA,2930,2595.42724609375,8,wfu,00000007,1050.33217606948,0,7783,1985,6,25,1985,10,13,110,0.019507824771298563
