fod_id,alarm_date,cont_date,fire_size,prop_ypmc,elev,earlyFfm100,fm100,hdw,vs,vpd,RBR,preFire_ndvi,het_ndvi_1,focal_mean_ndvi_1,burn_duration
319284,2006-08-31,2006-08-31,0.1,1,805,6.031364440917969,6.115173816680908,5.450446128845215,2.1864676475524902,2.558769941329956,0.005411465492841028,0.41192561388015747,0.05193302355820331,0.43559595942497253,0
316524,2002-06-09,2002-06-09,1,0.157894736842105,801,6.9754109382629395,7.448788166046143,8.974438667297363,5.2908759117126465,1.9252558946609497,0.02250110870438859,0.5131825804710388,0.048270759807326265,0.4875240921974182,0
1359336,1993-11-01,NA,2,1,794,7.3176751136779785,7.685126781463623,4.381181716918945,2.7490129470825195,1.352842926979065,-0.03229292823759002,0.4758572280406952,0.05904793895181177,0.5655032992362976,NA
300312330,2012-09-21,2012-09-21,0.6,1,796,5.179863929748535,4.617693901062012,6.381155967712402,2.329406499862671,2.7572522163391113,-0.02149912777720097,0.6676056385040283,0.06532793578654017,0.6816891431808472,0
316143,2001-07-24,2001-07-24,0.1,1,804,6.842596054077148,8.128584861755371,7.180990695953369,2.69669771194458,1.9785276651382446,-0.00114678691801077,0.8486685752868652,0.008762559115522163,0.85311126708984375,0
201655445,2012-05-10,NA,2.7,0.96078431372549,735,7.02108097076416,8.096917152404785,4.830740928649902,3.026343822479248,1.7862577438354492,-0.005063632316029707,0.8512009382247925,0.003425646147722291,0.8405271768569946,NA
300306624,2015-07-31,2015-07-31,0.01,1,894,5.376923084259033,4.588119983673096,7.693647861480713,3.3215065002441406,3.708852529525757,-0.007318248015719644,0.7836137413978577,0.01844094019139482,0.7795178890228271,0
300243546,2015-04-17,2015-04-17,1,0.315789473684211,870,8.122174263000488,11.798574447631836,1.859506607055664,1.215948462486267,1.1080530881881714,0.004144643892801651,0.46662449836730957,0.12501085648093396,0.5338519811630249,0
218195,1999-06-15,1999-06-15,1.5,0.785714285714286,900,10.727039337158203,10.52544116973877,3.6452877521514893,2.706043243408203,1.2630114555358887,-0.0012010200918264261,0.6978768110275269,0.06705204436333957,0.7157883048057556,0
316540,2002-06-11,2002-06-11,0.1,1,900,6.64390754699707,7.225924968719482,4.928907871246338,2.68448543548584,1.3043426275253296,0.006875921282653308,0.731162965297699,0.06342600631983925,0.7522062063217163,0
1358894,1997-05-02,NA,0.2,1,905,10.346327781677246,14.131300926208496,2.335400104522705,2.3326563835144043,0.6883866786956787,-0.050063263195386176,0.6359550356864929,0.057943471366869635,0.5980607867240906,NA
1361650,1993-07-09,NA,3,1,905,6.541531085968018,6.5344414710998535,3.382146120071411,1.5330928564071655,2.1991817951202393,0.023566677868071238,0.7407543063163757,0.058637813531794765,0.6814060807228088,NA
300088736,2014-01-05,2014-01-05,0.1,1,919,7.879551410675049,8.26329517364502,1.1979258060455322,1.5912647247314453,1.005640983581543,0.010736925078756595,0.875464677810669,0.03180594383159597,0.8599469661712646,0
1358442,2007-11-13,NA,1,1,889,20.820232391357422,13.539164543151855,1.5452388525009155,2.6750316619873047,0.15874344110488892,0.004537960291132958,0.7477160692214966,0.013878405086171084,0.7490165829658508,NA
1358832,1996-03-20,NA,0.1,1,811,12.340818405151367,10.747217178344727,2.2689156532287598,3.7063565254211426,1.2041332721710205,-0.05275590315104205,0.4819706082344055,0.07375699409194086,0.505957841873169,NA
1361000,2008-05-10,NA,0.1,1,874,7.971624374389648,8.790190696716309,5.629367828369141,4.818253040313721,1.0975414514541626,0.015581342383432428,0.719528317451477,0.03820911610149352,0.7241873145103455,NA
1358322,2006-05-16,NA,1,1,962,7.6258087158203125,8.276514053344727,5.183778285980225,2.940861701965332,1.7544407844543457,-0.020064666706596866,0.7184813618659973,0.01625663818122067,0.7239423394203186,NA
1431809,2010-08-30,2010-08-30,0.1,1,981,7.719037055969238,6.54325532913208,6.673035621643066,3.569251537322998,0.7943295240402222,0.01582456577850586,0.80083465576171875,0.014802725423621498,0.8056262731552124,0
1357807,1996-09-16,NA,0.1,1,1236,14.607793807983398,16.283096313476563,5.230065822601318,4.281277656555176,0.39617782831192017,0.011345668074826263,0.7879000902175903,0.02352326169630398,0.7722936868667603,NA
300307890,2015-07-16,2015-07-16,0.01,1,1260,6.855568885803223,8.470308303833008,6.050398349761963,2.9912214279174805,1.7018983364105225,-0.017759796142017014,0.7305022478103638,0.08055716238814332,0.7071478962898254,0
201655703,2012-11-08,NA,1,1,1258,20.00246238708496,10.128750801086426,0.6008542776107788,3.5903515815734863,1.5935869216918945,-0.006081738540959689,0.8030252456665039,0.024915986483019136,0.8116458058357239,NA
217363,1998-05-01,1998-05-01,1,1,1234,20.872905731201172,11.571069717407227,0.3703062832355499,1.7475409507751465,1.075661063194275,0.018679570800283433,0.7224256992340088,0.02875648196036435,0.7313068509101868,0
316621,2002-07-09,2002-07-09,0.4,1,1234,6.204482078552246,7.8224358558654785,6.3185529708862305,1.7887978553771973,1.8499598503112793,0.0042727672671332125,0.7410447597503662,0.020290218981452918,0.7624908685684204,0
1358843,1994-08-08,NA,1,1,973,6.1879143714904785,6.331398010253906,9.727164268493652,4.1819658279418945,2.6483840942382812,-0.022027636714238134,0.7649267911911011,0.01794047707932848,0.7627929449081421,NA
1360497,1994-08-10,NA,1,1,973,5.849395751953125,6.245871543884277,9.695436477661133,3.6283602714538574,2.261169910430908,-0.022027636714238134,0.7649267911911011,0.01794047707932848,0.7627929449081421,NA
218085,1999-05-21,1999-05-21,0.1,1,978,10.241445541381836,11.106758117675781,7.15134334564209,4.280752182006836,0.7785636186599731,-0.08396582333736205,0.6593948006629944,0.053900304077351927,0.644944429397583,0
316413,2002-04-07,2002-04-07,1,1,978,14.87118148803711,12.081381797790527,1.5619467496871948,3.8601174354553223,0.6713590025901794,-0.0033403485086814406,0.7265772223472595,0.0333698143357496,0.703709065914154,0
1358833,1996-03-21,NA,0.5,1,839,13.886716842651367,10.388646125793457,1.292317509651184,3.565345287322998,1.1440998315811157,-0.02558664776902997,0.5008062124252319,0.030322118651130055,0.5222877860069275,NA
217665,1998-08-18,1998-08-18,0.1,1,831,13.601320266723633,9.060500144958496,3.552022933959961,3.242130756378174,1.625424861907959,-0.012835768275963947,0.7561836242675781,0.04570427846083916,0.7295670509338379,0
217671,1998-08-19,1998-08-19,0.1,1,831,13.569684028625488,10.910038948059082,3.165656328201294,2.4732532501220703,1.1714364290237427,-0.012835768275963947,0.7561836242675781,0.04570427846083916,0.7295670509338379,0
201655576,2012-07-21,NA,1,1,861,6.982370376586914,8.7230863571167,5.224814414978027,1.9031364917755127,1.7193011045455933,0.025821095194408585,0.8114602565765381,0.04048724090413009,0.801071047782898,NA
300329330,2009-07-05,NA,0.25,1,844,6.176080703735352,5.601177215576172,5.163083553314209,3.0875422954559326,2.2740657329559326,-0.02041932267195833,0.7500996589660645,0.018169227016902594,0.7596145868301392,NA
218174,1999-06-11,1999-06-11,2,1,817,10.414715766906738,11.140057563781738,2.901667594909668,2.4950311183929443,1.0516294240951538,0.06634868735174927,0.6446518301963806,0.052126896558444075,0.6474422216415405,0
315538,2000-07-16,2000-07-16,0.2,1,817,8.089080810546875,8.319170951843262,3.8774311542510986,2.551361083984375,1.920346736907959,-0.03193243979906653,0.6341780424118042,0.06419978616379224,0.6561760306358337,0
201107340,2011-07-29,2011-07-29,3,1,853,7.490902900695801,7.883105278015137,5.441175937652588,2.7542495727539063,2.03016996383667,-0.014691141416007374,0.7408254146575928,0.015842403234401246,0.7563307285308838,0
1360105,2007-07-29,NA,1,0.294117647058824,810,6.090909004211426,7.147356033325195,6.773902893066406,2.6245718002319336,2.6144766807556152,-0.01659838091689088,0.7219545841217041,0.033682037501156024,0.6897237300872803,NA
318337,2005-07-05,2005-07-05,1,0.952380952380952,820,8.826719284057617,8.983085632324219,4.247122764587402,2.7758872509002686,1.875112533569336,-0.04514362573757402,0.6435859799385071,0.03597154569912334,0.6410871744155884,0
319862,2007-07-29,2007-07-29,0.3,0.4,809,6.06629753112793,7.121870994567871,6.6848015785217285,2.5955286026000977,2.610107898712158,0.0010155887636773685,0.4044036567211151,0.12752028752524497,0.3592562675476074,0
300267118,2015-04-24,2015-04-24,1,1,1279,18.94991683959961,11.135173797607422,1.2870087623596191,2.8809313774108887,0.6510281562805176,0.0043549225610953046,0.8103350400924683,0.011749412947258652,0.7947856187820435,0
218746,1999-12-20,1999-12-20,8,0.909090909090909,1051,11.063300132751465,16.916728973388672,4.21156120300293,4.5005269050598145,0.7439139485359192,0.01744776811155924,0.8024253249168396,0.02401973408125311,0.786686360836029,0
